Sentence,Formal_20
 That ’ s all I need . ,That's all that' s necessary for me.
 Do you have your library card ? ,Have you possessed your library card?
 Here it is . ,Here it is.
 Make sure to take proper care of this video . ,Ensure that you maintain the care required for this video.
 That won ’ t be a problem . ,There's no issue with that.
" If you damage the video , you will be fined . ",A fine may be imposed if you cause damage to the video recording.
 I won ’ t damage it . ,I will not break it.
What's the matter with you then ? You look miserable . ,"What's the problem with you? You seem like a failure, right?"
 It's us . ,We.
 What do you mean by us . ,"What is your interpretation of the term ""us""?"
" Well , you always say you're busy . ","You keep claiming to be busy, right?"
 That's right . ,That's correct...
 And you often go back to live with your parents and leave our son in the room by himself . ,"Often, you go back to live with your parents and leave our son alone in the room."
" I ... I ... I miss my parents , also they miss me . ","My parents and I are both missing us, and it's heartbreaking to see them miss me."
" Oh I remember , I cut terrible calls , and you didn't say anything about it . ","Oh, I remember, after I made some terrible calls, you didn't even answer."
 You mean I am groaned a few words ? ,Is it just me or do you mean I am wailing with a few words?
 Totally not . Perhaps it's about our marriage . ,Totally not. Maybe it's about our marriage...
"Hi , Mary . You look pale today . What's the matter with you ? ","Mary, I noticed you're pale today. What's the issue?"
 I think I've caught a cold . Now I'm aching all over . ,I believe I've been sick with a cold. Now I have aching muscles all over my body.
 You'd better take some medicine and have a good rest . I hope you'll be yourself pretty soon . ,I suggest you take some medicine and have a good night's sleep. I hope you're feeling better soon.
 Thank you . I suppose I should go to see a doctor . ,I appreciate your response. I think I should visit a doctor.
"I feel like going for a drink , it's been a long day . ","I want to have a drink, it's been rained in already, the day has been long."
" Great idea ! Peter , I could use the drink . ",Great concept! Thanks Peter - I might have to try that drink!
 How about the new bar across road ? ,What about the new bar on the other side of the road?
" Sounds good . The food there is fantastic , too . ","The food at that location is amazing, and it sounds like a great experience."
" I agree , I had lunch there last week . ","I have the same understanding, I had lunch there last week."
 excellent ! That sounds like a plan . ,Excellent! That sounds like a plan.
"Could you tell me the right time , please ? ",Can you inform me of the correct time?
 Well . My watch says five past two . But it ’ s no use rely on it because it has been gaining and losing these last a few days . ,"My watch has been fluctuating for the past few days, and although it says five past two, it's not worth relying on it."
 You have to go and fix it . ,It's your responsibility to mend it.
 Yes . I will . ,Yes. I will - I do.
does your family have a record of your ancestors ? ,Are there any records in your family that reveal the ancestors of your lineage?
 sure . My mom has been working on our family tree for years . She ’ s always updating it . ,"My mother has been diligently working on updating our family tree for years, and I am confident in her judgment."
 do you have a copy of your family tree in your house ? I ’ d love to see it . ,Do you keep a copy of your family tree in your house? I’d like to see if you could send me sifty copies.
" I can show it to you now , if you like . I think it goes back about 8 generations so far . ","I'd be delighted to show you it now, if you want to see it. I believe it has been around for 8 generations."
 that ’ s amazing . Do you have a large extended family ? ,I'm wondering if there's a possibility that you have tens of thousands of extended family members.
 I ’ Ve got 30 cousins on my mom ’ s side and 10 cousins on my dad ’ s side . ,I ’ ve had thirty cousins on my mother’s side and ten on the father’.
 are you very close to your first-cousins ? ,Are you very close to your first-born partner?
" the ones that are my age are close relatives . Now that I ’ m older , I don ’ t spend as much time with them as I used to , so I don ’ t know my younger cousins as well as the older ones . ","My closest relatives are close relatives of my own age, but as I’m getting older, I don’t get to know my younger cousins as well as the older ones."
 I see . who ’ s the head of your household ? ,Who is the person responsible for managing your household?
" it ’ s definitely my mother . And , her mother is definitely the matriarch of the bigger family . ","My mother is undoubtedly my mother, and her mother's lineage is rooted in the larger family."
 that ’ s interesting . What does your grandfather think of your step-mother ? ,What is your grandfather's opinion on your step-mother?
" at first , she was quite critical of her , but now that they ’ Ve been married for a few years , she ’ s starting to accept the fact that my father divorced my mother . ","Initially, she was highly critical of her, but now that they have been married for a few years, her perspective has changed to accept the fact that my father divorced my mother."
" that ’ s pretty much how you feel about your step-mother . Like grandmother , like grandson . ","Step-mothers are often seen as being in the same category as grandmother or grandson, and that's pretty much how you feel about them."
"Hi , Mr . Wang . Do you feel like going boating with me ? ","Hi Mr. Wang, would you be open to embarking on a boat trip with me?"
" Sounds interesting , I haven't gone boating for some time now , and what time ? ","I've been boating for a while now, but I haven't been since. When is the best time to go boat fishing?"
 How about tomorrow afternoon ? ,"Tomorrow afternoon, what will be interesting?"
 Sure . Where shall I meet you ? ,I'm not sure where to go for sure. Where are you?
 At the gate of the park . ,At the park's entrance.
 Great . I look forward to meeting you . ,Great. I'm eagerly anticipating the chance to meet you.
 See you then . ,"Until then, I look forward to seeing you."
 See you . ,Greetings.
I hear that you've been to the Saikei Ski Resort for the weekend . Did you enjoy it ? ,Have you visited the Saikei Ski Resort this weekend? Was it a pleasant experience?
" Yes , it's so exciting , though I had the most falls in our skiing team . ","It's exhilarating, even though I had the highest number of falls in my skiing team."
 Isn't there any coach to teach you how to ski ? ,Skilehrers? Are you unable to find a ski instructor?
 Of course there is . The top-level coaches there are from the State Sports General Administration . ,The State Sports General Administration is the source of the top-notch coaches there.
 Could you move smoothly ? ,Can you make yourself move without any difficulty?
 Yes.My face even ached in the icy wind . ,"Yes, even in the cold wind, my face shivered and itched."
 What happened afterwards ? ,What transpired after the event?
 I was skiing on and on excitedly until I realized one thing-I could not stop ! You can just imagine how terrified I was . ,"I was eagerly skiing for hours, but then something unexpected occurred: I couldn't stop skiing! Imagine the sheer terror that I must have felt, I could not stand it!"
 Poor girl ! ,Poor poor girl!
You look pale recently . ,Your skin has just sat on your face.
 Yeah . I have got much pressure in the company . I have tobe wrapped upon my work . ,"I'm under a lot of pressure in the company, and I have to be wrapped up at work."
 Take good care of yourself . ,Ensure that you are taking care of yourself.
 Thank you . I will . ,I am grateful and grateful. I will take this opportunity to thank you.
"Hey , Maggy , Did you hear about David ? ","Hi Maggy, did you know about David?"
" About David ? No , I didn ’ t hear anything . ","I was not informed about David, so I can't say anything about it."
" You know , about David and his new boss . ",David's new boss is the subject of discussion.
" Sorry , I don ’ t quite follow you . ","I'm not sure if I can follow you back properly, sorry."
" Well , I heard David has been fired . ","David has been dismissed, as per my knowledge."
" Oh , that is a shame . He is really hard working . ","I'm sorry, that's a bit of pity. He works incredibly hard, too."
how do you usually get to school ? ,What is your usual mode of transportation to school?
 I usually ride my bike . Which form of transport do you prefer to use ? ,What is your preferred means of transportation?
" I feel that I can see more when I pedal a bicycle , but when I feel lazy , I drive my car . ","Cycling is the best way to increase my visual capacity, but driving my car is more appealing when I'm feeling unoccupied."
 I think we should discourage people from using their private cars . They produce too much pollution ! ,"I believe that the use of private cars by the public is a significant pollution problem, so we should discourage people from using them."
" I agree , but I would find it difficult to stop using my car . It's just so convenient . ","I'm with you, but I would have a hard time giving up my car. It's such  convenience."
" cars might be convenient , but they're so bad for the environment . ","Despite their convenience, cars are not a sustainable solution to the world's environmental concerns."
 do you have a car ? ,Do you have a vehicle in your possession?
" no . I used to have one though . Once I started using my bicycle to get around , I found that I didn't really need it . ","I had a bicycle, but I didn't really need it. I still ride it now and haven'T, though I used to have one."
" maybe if I sold my car now , I wouldn't be so tempted to use it . ","I'm not so inclined to use my car right now, but maybe if I were to sell it now as part of a deal, I wouldn't be as interested in it as I am."
 you could try . It would save you a lot of money . ,"If only you could try it out, it would save you a significant amount of money."
" that's true . Every month , I spend hundreds of dollars on gas , insurance , and repairs . ","I'm not wrong. I spend hundreds of dollars on gas, insurance, and repairs every month, even though I know it's not a good amount."
" if you got to class by riding a bicycle every day instead of driving , you will get lots of exercise , too ! ","Besides driving to class on a bicycle every day, riding to CLASS on your bike will also provide you with plenty of exercise!"
 I could stand to lose a few pounds . Having a car has made me lazy . I never end up walking anywhere ! ,"I'm able to lose a few pounds even if I can. However, I am also lazy about going for walks (I have gotten rid of my car) - I never go anywhere!"
 let's go to a car dealership . I'll help you try to sell your car for a good price . ,Let's visit a car dealership. I'll help you sell your car at if you want...
 sounds good ! Let's go ! ,": hehe. It sounds so good!’ Well, let’s go!"
What's wrong with him ? ,What's the matter with him?
 His nose is out of joint because we forgot to invite him to the party . ,"We neglected to remind him to come to the party, causing his nose to be out of place."
"What are you going to do for one year abroad , Tom ? ","Tom, what are your plans for spending a year in another country?"
" Study , study , study . I want to learn a lot . ","I am eager to learn more as I study, study, learn."
 You are going to take courses ? ,Are you taking up any courses?
 Yes . I am going to take some university courses there . ,"Yes, I am going to attend some university there and take some courses."
 Sounds hard . ,Isn't it a struggle to hear?
" Yes , but I think it's probably for the best . ","Yes, I'm saying, but it's probably not going to be good."
 Won ’ t you get lonely ? ,Are you able to avoid feeling lonely?
" Hey , I am a pretty cool guy . I will make friends , and I'll have a lot of extracurricular activities too . You know , like fencing , or theater or something . ","I'm a pretty darned hoop. Not only will I be able to make friends, but I also have oodles of extracurricular tyranny. Like fencing, or theater, you name it."
"Isn't this lovely weather ? Will you help me water the flowers , Jack ? ","Jack, we're all enjoying the beautiful weather. Will you please help me water the flowers?"
" Well , do you think I have to ? ",Do you think I am obligated to do so?
 I do.We haven't watered them for quite a few days . ,We haven't been watering them for a few days.
 Please look at the sky.Don ' t you see the dark clouds ? It's going to rain soon . ,I'm curious to see what's happening in the sky. Are you noticing the dark clouds? It'll start raining soon.
 Good.So we don't have to work.How nice ! ,"I love the idea of not having to work, so that we can focus on other things instead."
 But I don't think it's so nice . ,"Nevertheless, I don't believe it's so pleasant."
 Why ? ,What is the explanation for?
 The weather report says it's going to rain for a whole week . ,Weather report: It's predicted to rain for the next seven days.
" Oh , I'm afraid all the flowers will die in the rain . ","Oh, my God, the rain is going to bring the flowers to an end and I'm anxious about it."
"On , darn . The grocery store is closed . ",The grocery store is not open.
" Yeah , this one closes at ten . We could drive to the 24 - hour store on sixth . ",The shop is not open at ten so we can drive to the sixth-floor 24 hour store.
 Alright . We are out of everything . ,We are not in any way behind.
 I wish the store close to us was open 24 - house a day . ,"I desire that the store nearby is open 24 hours a day, making it convenient for us to visit."
" I know , our schedules are so weird . Sometimes , the little corner store is the only thing within walking distance that ’ s open when we get home . ",Our schedules are so bizarre that sometimes we have to go to the only thing that's within walking distance to get something to eat upon our return home.
" Yeah , and the prices there are very high . ","Yes, and the prices there are very high."
 I know . Three dollars for milk . ,Three dollars for milk.
Do you think they two will get married ? ,Do you believe that they will get hitched?
 You can count on it . ,You have to rely on it.
" I think so.Yes , they get along so well . ","I believe in the rightness of their relationship. Yes, they have a good relationship, I can't say no to that."
 I like him.He ' s good for her . ,He's good for her. I like him.
 You're right . He sure is . ,He certainly is. You're right. He's right.
"Dad , where are we off to ? ",Where is my Dad?
 First we will go to the city centre and stop for something to drink . Then we will visit the University Museum . ,"Firstly, we will be visiting the city centre, where we can have a drink, followed by examining the University Museum."
 Where are we going to have a drink ? ,Where can we have a drink?
 There is a coffee shop round the corner . Can you see that big building at the end of the road ? ,"Is it possible to spot the large building at the end of the road, which is a coffee shop located just across the way?"
 Yes ? ,Is it true? Yes?
 That is a bank . The coffee shop is opposite the bank . ,The bank is situated across from it. The coffee shop is located there.
 Good . I will have hot chocolate . ,Good. I'll have hot chocolate.
 A stop ! Wait for the lights to turn green . ,"Wait for the lights to turn green, and then proceed."
 When crossing the road you must always pay attention to what's around you . ,It's crucial to pay close attention to the environment when crossing the road.
 Sorry . How far is the museum ? ,What is the distance between me and the museum?
 I am not sure . We will ask for directions in the coffee shop . ,I am uncertain. We will ask for directions in the coffee shop.
 Here we are . You find us a table and I'll get the drinks . ,We're sitting down and I'll take the drinks. You find a table and we've got drinks arranged.
How about going to the cinema tonight ? ,"I'm planning on going to the movies for the evening, any recommendations?"
 That's great . What's on tonight ? ,That's great. What'll be happening tonight?
" I am not sure about the name of the film , but I know it's a romantic one . ","I haven't seen the movie yet, but I can'T find out what it is called, I think it's romantic."
 Romantic ? I am afraid I like thrillers better . ,Is it safe to say that I am more interested in Romantic thrillers?
 Don't you think it's too bloody ? ,"Isn't it too much of a stretch to say ""No, not at all""?"
" On the contrary , very exciting . ",Very engrossing compared to the other.
I feel so uncomfortable . ,I feel so uneasy.
 Are you sick ? ,Are you unwell?
 No . The teacher is dragging the chalk over the blackboard . It set my teeth on edge . ,My teeth are a sharp white mist as the teacher is dragging the chalk over the blackboard.
 He ’ ll finish writing in a minute . ,He’ll be finished writing in a minute.
I have made up my mind . I am getting a tattoo . ,I am on the verge of getting a tattoo.
 Really ? Are you sure ? ,Are you convinced that what you are reading is genuine? Do you have a clear sense of what it is?
 Yeah ! Why not ? They are trendy and look great ! I want to get a dragon on my arm or maybe a tiger on my back . ,I'm not sure if you want to get a tiger on your back or squirting dragon on my arm since they're both so cool.
" Yeah but , it is something that you will have forever ! They use indelible ink that can only be removed with laser treatment . On top of all that , I have heard it hurts a lot ! ","Despite this being a lifelong hazard, they use indelible ink that can only be eliminated with laser therapy. Furthermore, I have heard that it causes significant pain."
 Really ? ,Can you provide me with an accurate answer?
 Of course ! They use this machine with a needle that pokes your skin and inserts the ink . ,"They use a needle-like device that inserts inserted ink into the skin of the person and then into their own skin, of course, and they certainly do!"
" Oh , I didn ’ t know that ! I thought they just paint it on your skin or something . ","Oh my goodness, I thought they were painting it on your skin or something."
" I think you should reconsider and do some more research about tattoos . Also , find out where the nearest tattoo parlor is and make sure they used sterilized needles , and that the place is hygienic . ","I suggest you reconsider and conduct more research about tattoos. Additionally, locate the closest tattoo shop and verify if they use sterilized needles and maintain a clean facility."
 Maybe I should just get a tongue piercing ! ,Is it a good idea to consider getting pierced with my tongue?
"Excuse me , what's the screen near your steering wheel for ? ","What is the screen situated near your steering wheel, and what is its purpose?"
 It's a portable TV . It's a popular thing now . ,The portable TV has become a favored item among consumers.
" Oh , that's new to me . So what's on everyday ? ",What's the deal with this new kid on the block?
" News about current affairs , documentaries , music , movies , noncommercial ads and so on . ","Current affairs, documentaries, films, music, noncommercial ads, and more."
 Is there anything interesting ? ,Is there anything fascinating?
" Yes , there are something good and informative . I think that many people underestimate the value of TV in education . ","Certainly, there are some worthwhile and informative things to do. However, I think that the role of television in education is not as widely recognized as it is once envisioned."
 I agree . Are there any commercials on the TV ? ,Is there any commercial airing on TV? I agree.
 Of course . Because the TV stations need to make money from commercials between the programs . ,The TV stations' financial need to generate revenue from advertising during non-commercial hours is evident.
 That makes a lot of sense . Does the TV work well ? ,Is the TV efficient in its operation? That sounds good.
 Not always . It depends on the transmission of the satellite signals . ,"The transmission of satellite signals is a determining factor in this. However, it may not be constant."
 I got it . Do you pay for the programs ? ,Is it your practice to pay for programs?
" Yes , 50 Yuan per month . ",Is it true that I can earn 50 Yuan per month with a monthly budget of 50.
"Oh , no ! ","Oh, no!"
 How dreadful ! ,How terrible is that :(
 Look at the view from the window . ,"View the window, and look out."
" Oh , dear . That ’ s terrible . Not at all what I expected . ","Oh my goodness, that’s awful. Not even close to what I thought I could tell you."
" It ’ s awful , isn ’ t it ? ",Isn't that a terrible thing?
 I can ’ t bear to look at it . I ’ m rather disappointed . ,"I cannot bear to look at it, but I am quite disheartened."
 It can ’ t be helped . ,There are no solutions available.
"What do you do in your free time , Nancy ? ","Nancy, what activities do you engage in during your downtime?"
" Well , I like playing the violin . ",I have a passion for playing the violin.
 Really ? How long have you been playing the violin ? ,What is your real name? How old are you at playing the violin?
 About ten years so far . I started learning when I was in middle school . ,"For about ten years, I have been learning for about 10 years. I started learning in middle school."
 That's really interesting . ,That's really interesting.
 Sure . So what about you ? Do you have any hobbies ? ,What is your favorite thing to do?
" Well , I like collecting matchbox ! I'm not sure if that counts , though . ","I'm attracted to matchbox matchmaking, but I doubt its significance."
 Of course it does . Everybody has his own hobby . ,"Naturally, it happens. Everyone has their own interests."
How can I tell her about this ? ,What's the best way to inform her of this?
" Don't worry , you'll find a way . ",There's no need to be anxious if you know there'll be a solution.
 There is no need to be so frustrated . ,There is no reason to be so frustrated.
 How can you live without job in the future ? ,What are some ways to survive in the absence of a job in future?
" Don't worry , you'll find a way . ",There's no need to be anxious if you know there'll be a solution.
What sports do you like to play ? ,Which sports do you have a fondness for?
 I like baseball and basketball . ,Baseball and basketball are my preferred sports.
 How about football ? ,What about football?
" In my country football is brand new , so I never learned the game when I was younger . ","Football is a new phenomenon in my country, and I had no prior experience with it."
 It's a very popular game in America . ,The game has a significant following in America.
 Yeah . I heard a lot about it . Is it really that fun ? ,I've heard a lot about it. Is it really that fun? I hear. It's actually quite fun.
" For me , it's one of those games that are fun to both watch and play . ",I find it to be one of those games that are enjoyable to watch and play.
 Are you a football player ? ,Are you a football player?
" No , I just for fun with my friends . We play two hand touch or flag football . We're too old to play tackle football . ","My friends and I have a few games of two-hand touch or flag football with some friends, but we're too old to play tackle football because I'm too elderly to participate."
 What is two hand touch and flag football ? ,What is the difference between two hand touch and flag football?
" Instead of tackling somebody , you just have to touch them with two hands , or if it is flag football , grab the flag that the ball carrier is wearing . ","Rather than tackling someone, you can simply touch them with your hands or, in flag football, with the flag that the ball carrier is carrying."
 I see . It's safer then right ? ,Is it safe to assume that it's not a risky action?
" Exactly . We play every Saturdays on the field by the tennis courts . If you want to learn and play a little , you're welcome to join us . ",We play on the tennis courts' field every Saturday and invite you to join us for a little learning experience.
 I'll give it a try . Give me a call and let's go down together . ,Let's go for a chat and hit the road together.
 Ok . I'll call you Saturday morning . ,"Ok, I'll call you on Saturday morning."
 Great . ,Great.
What upsets you ? ,What are the things that bother you the most?
" My parents called . As usual , they reminded me again that I should have a plan to marry by my late 20s . Easier said then done . Who should I marry ? I have no time to go on a date . ","My parents contacted me to remind me that I need to plan a marriage before my late 20s, but it's not feasible. Since I can't make sexting plans, who should I marry?"
 It is not your mother finding one for you ? ,Is it not your mother finding a baby for you?
" I will find one myself , of course . I ’ m a modern girl . ","I'll find a new one myself, of course, because I’m."
" Perhaps you can try the three minutes date , the latest type . ","It might be a good idea to test out the three minutes date, the most recent variant."
" You mean dozens of the opposite sex meet each other for three minutes in a dimly bar serving alcohol , I hate that idea . ",Is it not true that I dislike the idea of a few people of opposite genders meeting in swanky bars for three minutes while drinking alcohol?
" No , there is an updated virgin , three minutes video date . I know an online dating website providing such service with a microphone and webcam , you can sigh for it . You can be face-to-face with a guy talking for maximum three minutes . ","No, not at all, but there is an online dating site where you can have a three-minute video date and see an updated virgin. The virgin has accessed the site with eavesdropping technology and carries. You can be in limbo with the guy talking for at least three minutes."
 I don ’ t think it makes sense . Three minutes is such a short time . ,I have a hard time understanding why three minutes seems like hardly any time.
" I think you can find out if there is a possibility of romance within the first second of meeting someone , so-called love at first sight . ","Love at first sight is a way to determine if there is any romance within 1-2 seconds of meeting someone, as it is often referred to as love at the first glance."
" Anyway , I don ’ t want to post my face up for sale on the internet like that . ",I'm not interested in selling my face online or putting it up for sale.
" Don ’ t worry . There are many other options using the internet as dating methods . Some sites operate at international standard even have got certifications . Of course , for these sites , you have to pay a membership fee . But all in all , it is more serious and professional . The chance of meeting a good and serious person who does not play games is higher . ","There are many other dating sites available online that offer a more serious and professional profile than those that are solely online. These sites offer certifications and have comparatively high membership fees, but overall, it is kinder to ear and more likely to be able to meet someone who is not primarily interested in playing games."
 I don ’ t want to post my personal information on the internet . I ’ m not knowing who is reading it . ,I'm afraid I might as well not publish my private details on the internet - but I don't know who might be reading them.
Are you going to the party on Saturday ? ,Are you planning to attend the party on Saturday?
 I was thinking about it . Are you ? ,I was contemplating it. Are you aware of anything?
" Yeah , I heard it's going to be a lot of fun . ",Is that going to be a lot of fun?
" Really ? Well , what time does it start ? ",What is the exact time of the beginning?
 It starts at 8 ,The time for the alarm is 8:15 AM.
" Well , who all is going to be there ? ",Who is going to be there if all is said to have been there?
 Everyone from school . ,The entire staff at the school.
 How do you know it's going to be so fun ? ,What makes you believe it will be a fun time?
" This party is going to have a DJ , food , and drinks . ","A DJ, food and drinks will be served at the party."
" Wow , that does sound like it's going to be fun . ","Sounds like fun, right?"
 So am I going to see you at the party ? ,Will you be attending the party?
" Yeah , I will be there . ","I will be there, yes, I am."
Could you talk to me for a few minutes about my grades ? ,Can you please talk to me about my grades and any recent or past activities?
 Step into my office for a moment . What is your concern ? ,I invite you to briefly enter my office and we can talk briefly about what concerns you.
 Am I failing ? ,Am I a failure?
 Let's go on the computer to see what's up . Do you think you are doing well ? ,"Using a computer, we can check what's happening around us. Do you feel like you are doing well?"
 I am pretty sure that I am in trouble . ,I am fairly certain that I have a problem.
" I can see that you are trying , but where do you think you could improve ? ","I'm noticing that you're putting in a lot of effort, but where do you think you could go if you were able to do more?"
 I missed a few classes ; I need to make sure I come to school on a regular basis . ,I'm struggling to attend classes on time; I missed a few of them; it's now my responsibility to return to school regularly.
" Having a regular study routine and following it is very important , right ? ",Is it true that a study routine that is regularly followed and followed is essential?
 I'll try ; it's hard ! ,I'll give it my all; it's not easy!
 Thanks for stopping by ! ,Greetings!
Good luck on your test tomorrow . We'll be crossing our fingers for you ! ,We hope your test comes back to your inbox tomorrow - keep in touch with us!
 Thanks . ,I appreciate it a lot.
I'll never ever work together with him ! ,"I'll never work with him again!"""
 What happened ? Quarrel again ? ,What's the latest news on the conflict?
 Will you take my materials back from him for me ? Please ! ,I request that you take my materials from him for me. Can you do this?
 Don't ask me . I don't wanna be involved in your quarrel . ,I'm not interested in getting involved in your argument.
"Oh , my God ! I've been cheated ! ",I'm so sorry for being taken advantage of!
 What ? What did you buy ? ,What did you purchase?
 It's a brick ! I can't believe how stupid I was . Damn it ! ,I'm so amazed that I can barely believe my own words. It was a total blow.
 What is it ? Why did you buy a brick ? ,What is the object of your purchase? What led you to acquire a brick?
" There was a guy on the sidewalk.He had three new boxes , Panasonic video camera boxes.He said he had to get rid of them quick . ",A man with three Panasonic video camera boxes was seen on the sidewalk. He had just discovered three boxes and was forced to dispose of them quickly.
